Book-Author,num_ratings,avg_rating
pam houston,3,7.666666666666667
bertrand russell,3,7.666666666666667
julie bertangna,3,7.666666666666667
valerie hansen,3,7.666666666666667
jeff smith,3,7.666666666666667
w . r . thompson,3,7.666666666666667
siobhan adcock,3,7.666666666666667
philip yancey,9,7.666666666666667
joanna hershon,9,7.666666666666667
owen beattie,3,7.666666666666667
assia djebar,3,7.666666666666667
barry unsworth,3,7.666666666666667
ivan sergeevich turgenev,3,7.666666666666667
james bamford,3,7.666666666666667
michail bulgakow,3,7.666666666666667
jean paul sartre,3,7.666666666666667
vanessa jones,3,7.666666666666667
david schwartz,3,7.666666666666667
camilo jose cela,6,7.666666666666667
b . f . skinner,3,7.666666666666667
dee henderson,6,7.666666666666667
james weldon johnson,3,7.666666666666667
nancy berberick,3,7.666666666666667
steven saylor,3,7.666666666666667
judith bowen,3,7.666666666666667
anna l . waldo,3,7.666666666666667
upton sinclair,12,7.666666666666667
phillip k howard,3,7.666666666666667
katherine mosby,3,7.666666666666667
j . f . federspiel,3,7.666666666666667
barry reed,3,7.666666666666667
mario puzo,53,7.660377358490566
anne george,29,7.655172413793103
monica ferris,26,7.653846153846154
ann - marie macdonald,48,7.645833333333333
allison pearson,28,7.642857142857143
robert asprin,28,7.642857142857143
christina schwarz,53,7.6415094339622645
m . scott peck,25,7.64
alice borchardt,25,7.64
dave barry,100,7.64
anonymous,36,7.638888888888889
milan kundera,69,7.63768115942029
e . m . forster,22,7.636363636363637
mary karr,22,7.636363636363637
laura caldwell,11,7.636363636363637
bill cosby,30,7.633333333333334
william gibson,95,7.631578947368421
olivia goldsmith,81,7.62962962962963
val mcdermid,27,7.62962962962963
susan mallery,8,7.625
paul b . thompson,8,7.625
cathy maxwell,8,7.625
phillip m . margolin,16,7.625
barbara park,16,7.625
kate atkinson,32,7.625
phillip c . mcgraw,24,7.625
jean auel,16,7.625
dale brown,16,7.625
walter lord,8,7.625
larry brooks,8,7.625
alice hoffman,164,7.621951219512195
john grisham,1145,7.616593886462882
max frisch,13,7.615384615384615
alan dean foster,31,7.612903225806452
j . d . salinger,134,7.611940298507463
peter mayle,54,7.611111111111111
bruce sterling,18,7.611111111111111
tess gerritsen,64,7.609375
laurie gwen shapiro,5,7.6
charles grant,10,7.6
adam haslett,5,7.6
christina skye,5,7.6
bruce feiler,5,7.6
elizabeth adler,5,7.6
julie morgenstern,5,7.6
a . c . bhaktivedanta swami prabhupada et al,5,7.6
noel hynd,5,7.6
tara k . harper,5,7.6
voltaire,5,7.6
barbara vine,20,7.6
moser mark stewart,5,7.6
h . p . lovecraft,15,7.6
mary kay andrews,10,7.6
mary gordon,5,7.6
cynthia kaplan,10,7.6
susanna moore,5,7.6
d . h . lawrence,35,7.6
esther friesner,15,7.6
cathleen schine,15,7.6
jim grimsley,5,7.6
robert graysmith,5,7.6
patrick f . mcmanus,5,7.6
miles harvey,5,7.6
jonathan swift,15,7.6
kate wilhelm,5,7.6
sabrina jeffries,5,7.6
annie francois,5,7.6
cecil adams,5,7.6
david rees,5,7.6
harvey diamond,5,7.6
donna vanliere,5,7.6
michael cunningham,74,7.594594594594595
pearl cleage,32,7.59375
michael ondaatje,59,7.593220338983051
nicholson baker,27,7.592592592592593
annie proulx,93,7.591397849462366
jeanne kalogridis,22,7.590909090909091
octavia e . butler,22,7.590909090909091
clive barker,77,7.584415584415584
ethan hawke,24,7.583333333333333
jane heller,24,7.583333333333333
judith michael,12,7.583333333333333
jay mcinerney,12,7.583333333333333
heather graham,50,7.58
jacquelyn mitchard,57,7.578947368421052
sheri holman,26,7.576923076923077
dave eggers,92,7.576086956521739
banana yoshimoto,33,7.575757575757576
peter carey,7,7.571428571428571
emily grayson,7,7.571428571428571
caroline b . cooney,14,7.571428571428571
paullina simons,14,7.571428571428571
herge,14,7.571428571428571
jane moore,14,7.571428571428571
richard atwater,7,7.571428571428571
debra salonen,7,7.571428571428571
roz denny fox,7,7.571428571428571
doris kearns goodwin,7,7.571428571428571
janet dailey,7,7.571428571428571
jean - paul sartre,7,7.571428571428571
sara lewis,7,7.571428571428571
ira levin,21,7.571428571428571
emma mclaughlin,142,7.570422535211268
jonathan kellerman,244,7.569672131147541
gregory maguire,157,7.56687898089172
andre dubus iii,69,7.565217391304348
ann packer,23,7.565217391304348
brian jacques,39,7.564102564102564
lois duncan,16,7.5625
lee smith,16,7.5625
geoffrey chaucer,16,7.5625
tom clancy,313,7.559105431309904
nick hornby,247,7.558704453441296
richard bachman,27,7.555555555555555
jennifer finney boylan,9,7.555555555555555
carol mcd . wallace,9,7.555555555555555
joseph wambaugh,9,7.555555555555555
charles kuralt,9,7.555555555555555
anna maxted,27,7.555555555555555
mary jo putney,9,7.555555555555555
s . d . perry,9,7.555555555555555
lee strobel,9,7.555555555555555
elizabeth peters,65,7.553846153846154
vicki lewis thompson,29,7.551724137931035
l . j . smith,11,7.545454545454546
linda greenlaw,11,7.545454545454546
jill churchill,22,7.545454545454546
kathy hepinstall,11,7.545454545454546
judith mcnaught,63,7.5396825396825395
don miguel ruiz,26,7.538461538461538
loraine despres,15,7.533333333333333
dean r . koontz,565,7.532743362831859
elizabeth george,72,7.527777777777778
po bronson,19,7.526315789473684
adeline yen mah,23,7.521739130434782
andrea camilleri,27,7.518518518518518
mary higgins clark,441,7.517006802721088
ernest j . gaines,33,7.515151515151516
steven paul martini,33,7.515151515151516
clive cussler,103,7.514563106796117
kim stanley robinson,39,7.512820512820513
garrison keillor,47,7.51063829787234
joanne harris,121,7.5041322314049586
louise marley,4,7.5
thom racina,4,7.5
bob greene,10,7.5
elizabeth pepper,4,7.5
luke davies,2,7.5
anne bowling,2,7.5
thomas j . stanley,10,7.5
eliot pattison,4,7.5
margaret shepherd,2,7.5
bonnie winn,2,7.5
blaise cendrars,2,7.5
bill o'reilly,14,7.5
m . a . harper,2,7.5
lynda la plante,2,7.5
terenci moix,2,7.5
the daily telegraph competition,2,7.5
ann - marie giglio,4,7.5
sanyika shakur,2,7.5
madeline baker,2,7.5
lyn hamilton,6,7.5
eric jerome dickey,4,7.5
david trueba,2,7.5
edwin a . abbott,8,7.5
paul burrell,2,7.5
robert fagles,2,7.5
patrick dunne,2,7.5
constance allen,2,7.5
constance o'banyon,2,7.5
patricia rosemoor,4,7.5
sheila o'flanagan,2,7.5
barbara dawson smith,2,7.5
pat barker,6,7.5
steve gray,2,7.5
steve hamilton,2,7.5
steve kluger,4,7.5
cynthia l . cooper,2,7.5
d . a . stern,6,7.5
steve martini,18,7.5
shay youngblood,4,7.5
carmen laforet,4,7.5
p . j . tracy,6,7.5
p . coelho,2,7.5
otto penzler,2,7.5
olivia judson,2,7.5
oliver w . sacks,12,7.5
daniel hecht,2,7.5
danny sugarman,6,7.5
darrin zeer,2,7.5
nigel pennick,2,7.5
nigel barley,4,7.5
robert keppel,2,7.5
stewart o'nan,6,7.5
dave wolverton,2,7.5
robert eisenberg,2,7.5
paul fussell,2,7.5
bertolt brecht,6,7.5
clive hamilton,2,7.5
richard knaak,6,7.5
carrie weaver,2,7.5
benjamin r . barber,2,7.5
catherine clement,4,7.5
cathy hopkins,6,7.5
carolyn hart,6,7.5
raymond queneau,4,7.5
raymond aaron,2,7.5
charlotte link,16,7.5
rachel naomi remen,2,7.5
rachael f . heller,6,7.5
cherie carter - scott,2,7.5
chris claremont,2,7.5
chris stewart,8,7.5
sherwood smith,2,7.5
phyllis curott,2,7.5
philip k . howard,2,7.5
stanley pottinger,2,7.5
barbara woodhouse,2,7.5
robert a . wilson,4,7.5
peter lefcourt,2,7.5
christopher rowley,4,7.5
claire delacroix,2,7.5
penelope leach,4,7.5
claudia black,2,7.5
stephen donaldson,6,7.5
paula fox,2,7.5
stephen hunter,14,7.5
sherrie krantz,4,7.5
david a . kaplan,2,7.5
ned vizzini,2,7.5
anne marie winston,2,7.5
michael herr,2,7.5
melissa sanders - self,2,7.5
mayo clinic,4,7.5
betty neels,2,7.5
donald a . davis,2,7.5
rose connors,2,7.5
max a . collins,2,7.5
donald j . sobol,2,7.5
syd hoff,4,7.5
annie ernaux,4,7.5
doris m . lessing,2,7.5
anneli s . rufus,2,7.5
rosie o'donnell,18,7.5
sylvia cassedy,4,7.5
t . de quincey,2,7.5
doug stanton,2,7.5
"scott , cunningham",2,7.5
rudolfo anaya,8,7.5
saul bellow,2,7.5
dr . louis j . camuti,2,7.5
mark victor hansen,2,7.5
mark i . pinsky,4,7.5
mark fuhrman,2,7.5
edgar burroughs,2,7.5
russell martin,2,7.5
brett butler,4,7.5
tanuja desai hidier,2,7.5
edward bloor,2,7.5
edward eager,2,7.5
maria shriver,4,7.5
sean covey,2,7.5
michael j . rosen,6,7.5
neal pollack,4,7.5
michael jordan,2,7.5
nancy warren,8,7.5
nancy sparling,2,7.5
nancy pearl,4,7.5
nancy huston,8,7.5
david locke,2,7.5
nancy atherton,4,7.5
susan carroll,4,7.5
naguib mahfouz,2,7.5
nabb,2,7.5
susan crandall,2,7.5
mtv,2,7.5
mordecai richler,2,7.5
camryn manheim,4,7.5
"david zeb"" cook""",2,7.5
davis christopher,2,7.5
c s lewis,2,7.5
dean wesley smith,6,7.5
robin sharma,2,7.5
milorad pavic,4,7.5
arnold lobel,2,7.5
mihaly csikszentmihalyi,2,7.5
c . j . barry,2,7.5
michelle a . edwards,2,7.5
michael williams,4,7.5
susan sizemore,2,7.5
susan squires,2,7.5
c . d . payne,2,7.5
denise l . caringer,2,7.5
dennis l . breo,2,7.5
daniel r . butler,2,7.5
edward s . herman,2,7.5
thomas m . disch,2,7.5
kage baker,4,7.5
kathie denosky,2,7.5
katherine deauxville,2,7.5
katharine hepburn,6,7.5
kate walbert,2,7.5
kate grenville,4,7.5
gina wilkins,4,7.5
giovanni boccaccio,2,7.5
kate cann,2,7.5
gordon korman,2,7.5
allen kurzweil,2,7.5
karen brichoux,4,7.5
julie kistler,2,7.5
walter j . lord,4,7.5
h . f . saint,4,7.5
julia bourland,4,7.5
judy barron,2,7.5
erica fischer,4,7.5
hannah crafts,2,7.5
alice kaplan,2,7.5
alice joyce davidson,6,7.5
w . h . auden,2,7.5
harry g . allard,2,7.5
joseph d . pistone,4,7.5
joseph b . mccullough,2,7.5
kathleen adams,2,7.5
kelly harte,4,7.5
george burns,6,7.5
ken wilber,2,7.5
leland gregory,2,7.5
feth,2,7.5
fiona brand,2,7.5
leanne banks,4,7.5
leah stewart,2,7.5
fiona walker,10,7.5
frances moore lappe,2,7.5
francesca marciano,4,7.5
tom coraghessan boyle,10,7.5
laura shaine cunningham,2,7.5
laura pedersen,4,7.5
frederic beigbeder,2,7.5
larry wall,2,7.5
lao tzu,2,7.5
gabriel garacia marquez,2,7.5
kyoko mori,2,7.5
gardner mckay,2,7.5
ana seymour,2,7.5
kirsten m . lagatree,2,7.5
tori phillips,2,7.5
gavin edwards,4,7.5
kevin o'brien,2,7.5
tracy johnston,2,7.5
walter cronkite,2,7.5
helen myers,2,7.5
fay robinson,2,7.5
willis e . mcnelly,2,7.5
jim bouton,2,7.5
jill winters,2,7.5
j . moussaieff masson,2,7.5
j . ruth gendler,2,7.5
jill a . davis,4,7.5
william shakspeare,2,7.5
jennifer blake,4,7.5
william t . close,2,7.5
jeffrey gantz,2,7.5
william upski wimsatt,2,7.5
james carville,2,7.5
jeanne w . houston,2,7.5
jon schieszka,4,7.5
jeanette baker,2,7.5
yasar kemal,2,7.5
james l . burke,2,7.5
james lovelock,2,7.5
james michael pratt,4,7.5
a . c . parfitt,2,7.5
james tully,2,7.5
jane shapiro,2,7.5
zoey dean,2,7.5
jane campion,2,7.5
jane belk moncure,2,7.5
william least - heat moon,4,7.5
jim collins,2,7.5
william kotzwinkle,4,7.5
jim keeble,6,7.5
jon bellini,2,7.5
john walsh,12,7.5
john w . dean,2,7.5
john vornholt,14,7.5
walter wick,2,7.5
watty piper,2,7.5
alex witchel,4,7.5
john s . martel,2,7.5
john r . dann,2,7.5
john pollack,2,7.5
john mccain,2,7.5
john m . gottman,2,7.5
john lutz,2,7.5
whitney lyles,4,7.5
howard norman,4,7.5
ian banks,6,7.5
jody seay,2,7.5
joanne pence,6,7.5
joann ross,8,7.5
joan wolf,2,7.5
joan hess,4,7.5
jimmy buffett,20,7.5
jim schutze,2,7.5
andrew weil,6,7.5
bill fitzhugh,2,7.5
angela elwell hunt,4,7.5
eugenides jeffrey,2,7.5
eugene gladstone o'neill,2,7.5
leslie marmon silko,6,7.5
evelyn lau,4,7.5
thomas robbins,2,7.5
anna quindlen,143,7.496503496503497
arturo perez - reverte,61,7.491803278688525
ian mcewan,51,7.490196078431373
p . d . james,41,7.487804878048781
a . s . byatt,25,7.48
david lodge,25,7.48
tony parsons,23,7.478260869565218
susanna kaysen,44,7.4772727272727275
iyanla vanzant,21,7.476190476190476
bernhard schlink,80,7.475
erica spindler,34,7.470588235294118
greg iles,68,7.470588235294118
minette walters,79,7.468354430379747
patricia highsmith,15,7.466666666666667
donna leon,54,7.462962962962963
ingrid noll,24,7.458333333333333
richard north patterson,72,7.458333333333333
lilian jackson braun,151,7.456953642384106
pete hamill,11,7.454545454545454
toni morrison,132,7.454545454545454
dick francis,55,7.454545454545454
bentley little,42,7.4523809523809526
john case,20,7.45
steve winter,9,7.444444444444445
akif pirincci,18,7.444444444444445
michael j . nelson,9,7.444444444444445
christopher rice,18,7.444444444444445
dorothy garlock,9,7.444444444444445
john saul,176,7.443181818181818
ellen degeneres,34,7.4411764705882355
tony hillerman,59,7.440677966101695
george carlin,16,7.4375
morgan llywelyn,16,7.4375
bernard werber,32,7.4375
deborah crombie,16,7.4375
pat conroy,62,7.435483870967742
zadie smith,30,7.433333333333334
mel odom,7,7.428571428571429
josie lloyd,7,7.428571428571429
sarah ferguson,7,7.428571428571429
gunter grass,7,7.428571428571429
alex garland,42,7.428571428571429
raymond buckland,7,7.428571428571429
leon uris,14,7.428571428571429
a . m . homes,7,7.428571428571429
stella gibbons,7,7.428571428571429
t . h . white,7,7.428571428571429
martha moody,7,7.428571428571429
e . l . doctorow,7,7.428571428571429
brian lowry,7,7.428571428571429
kazuo ishiguro,33,7.424242424242424
carol o'connell,19,7.421052631578948
susan andersen,12,7.416666666666667
david morrell,12,7.416666666666667
julie e . czerneda,12,7.416666666666667
anne rice,699,7.412017167381975
j . f . freedman,22,7.409090909090909
james lee burke,22,7.409090909090909
sidney sheldon,115,7.408695652173913
donna tartt,64,7.40625
sara paretsky,74,7.405405405405405
mark childress,10,7.4
tom wolfe,55,7.4
robert merle,5,7.4
d . preston,5,7.4
p . j . parrish,5,7.4
linda o . johnston,5,7.4
marianne fredriksson,5,7.4
gail godwin,5,7.4
claire cook,15,7.4
amy ephron,10,7.4
elaine cunningham,5,7.4
deanna j . conway,5,7.4
judy shasek,5,7.4
andrew weil m . d,5,7.4
m . morgan,5,7.4
judith rossner,5,7.4
maggie alderson,5,7.4
andrew morton,5,7.4
stephen r . covey,30,7.4
sarah dunant,5,7.4
liza marklund,5,7.4
manuel rivas,10,7.4
ann braybrooks,5,7.4
marc okrand,5,7.4
boris starling,10,7.4
walker percy,5,7.4
oswald chambers,5,7.4
linus torvalds,5,7.4
tamar myers,28,7.392857142857143
joshua piven,28,7.392857142857143
clare naylor,18,7.388888888888889
niccolo ammaniti,13,7.384615384615385
jo beverley,13,7.384615384615385
elinor lipman,13,7.384615384615385
rita mae brown,99,7.383838383838384
virginia woolf,47,7.382978723404255
sandra brown,282,7.382978723404255
gustave flaubert,29,7.379310344827586
perri o'shaughnessy,29,7.379310344827586
john dunning,16,7.375
nevada barr,48,7.375
kevin j . anderson,64,7.375
gregory benford,8,7.375
norma fox mazer,8,7.375
lily prior,8,7.375
melissa nathan,8,7.375
amin maalouf,8,7.375
v . s . naipaul,8,7.375
joan brady,8,7.375
debra ginsberg,16,7.375
barbara wood,8,7.375
brian l . weiss,8,7.375
jane sigaloff,16,7.375
robert pirsig,35,7.371428571428571
charles frazier,54,7.37037037037037
james clavell,27,7.37037037037037
karen robards,38,7.368421052631579
cynthia voigt,19,7.368421052631579
carson mccullers,19,7.368421052631579
sebastian junger,49,7.36734693877551
michael crichton,554,7.364620938628159
elise juska,11,7.363636363636363
robert schneider,11,7.363636363636363
ian rankin,22,7.363636363636363
jeffrey archer,55,7.363636363636363
catherine coulter,193,7.362694300518135
stephen white,25,7.36
ed mcbain,14,7.357142857142857
e annie proulx,14,7.357142857142857
michael slade,14,7.357142857142857
elizabeth berg,107,7.355140186915888
patricia cornwell,153,7.352941176470588
john jakes,17,7.352941176470588
julia glass,17,7.352941176470588
gary zukav,17,7.352941176470588
katie macalister,17,7.352941176470588
michael palmer,46,7.3478260869565215
susan vreeland,49,7.346938775510204
elizabeth wurtzel,26,7.346153846153846
barbara michaels,26,7.346153846153846
carol shields,47,7.340425531914893
milans kundera,3,7.333333333333333
andrew k . stone,3,7.333333333333333
simone de beauvoir,3,7.333333333333333
marcia muller,18,7.333333333333333
matthew pearl,12,7.333333333333333
paul lowrie,3,7.333333333333333
card orson scott,3,7.333333333333333
jacqueline dejohn,3,7.333333333333333
donna sterling,3,7.333333333333333
diane stingley,3,7.333333333333333
louis v . gerstner jr,3,7.333333333333333
j . lynne hinton,3,7.333333333333333
juan rulfo,3,7.333333333333333
robert ray,3,7.333333333333333
laurie lee,3,7.333333333333333
mary renault,3,7.333333333333333
robert tine,3,7.333333333333333
sir thomas more,3,7.333333333333333
kristen britain,3,7.333333333333333
keith ablow,6,7.333333333333333
lynn austin,3,7.333333333333333
winston groom,21,7.333333333333333
anna jeffrey,3,7.333333333333333
george lucas,15,7.333333333333333
michael blake,12,7.333333333333333
svende merian,3,7.333333333333333
harold g . moore,3,7.333333333333333
eric idle,3,7.333333333333333
suzanne t . poppema,3,7.333333333333333
jack whyte,3,7.333333333333333
ariel gore,3,7.333333333333333
anson,3,7.333333333333333
richard e . grant,3,7.333333333333333
helene tursten,6,7.333333333333333
robert k . cooper,3,7.333333333333333
dermot bolger,3,7.333333333333333
melinda blanchard,3,7.333333333333333
stephen laberge,3,7.333333333333333
penn jillette,3,7.333333333333333
louis chunovic,3,7.333333333333333
benni,3,7.333333333333333
rick barba,3,7.333333333333333
ruth stiles gannett,3,7.333333333333333
laura kinsale,6,7.333333333333333
michael m . smith,3,7.333333333333333
kelsey grammer,3,7.333333333333333
alfred birnbaum,3,7.333333333333333
sarah strohmeyer,3,7.333333333333333
sharyn mccrumb,69,7.333333333333333
antwone quenton fisher,3,7.333333333333333
lisa cach,6,7.333333333333333
emmanuel carrere,3,7.333333333333333
sherry sontag,3,7.333333333333333
katherine neville,48,7.333333333333333
james runcie,3,7.333333333333333
anonimo,3,7.333333333333333
deborah tannen,9,7.333333333333333
lawrence watt - evans,3,7.333333333333333
margaret ball,3,7.333333333333333
linda roghaar,3,7.333333333333333
peter j . d'adamo,3,7.333333333333333
suzanne forster,9,7.333333333333333
benjamin anastas,6,7.333333333333333
jane werner,3,7.333333333333333
pagan kennedy,6,7.333333333333333
barbara trapido,3,7.333333333333333
brian haig,3,7.333333333333333
rudolph w . giuliani,3,7.333333333333333
james h . english,3,7.333333333333333
phil gulley,3,7.333333333333333
william blake,6,7.333333333333333
yossi ghinsberg,3,7.333333333333333
pierre bordage,3,7.333333333333333
ronda thompson,3,7.333333333333333
cormac mccarthy,24,7.333333333333333
hubert selby,3,7.333333333333333
bill mclain,3,7.333333333333333
illiad,3,7.333333333333333
aaron allston,3,7.333333333333333
peter watson,3,7.333333333333333
alan bennett,3,7.333333333333333
joe klein,3,7.333333333333333
terence m . green,3,7.333333333333333
audre lorde,6,7.333333333333333
chaz corzine,3,7.333333333333333
marlena de blasi,6,7.333333333333333
elizabeth marshall thomas,9,7.333333333333333
rachel simmons,3,7.333333333333333
david bischoff,3,7.333333333333333
fred haefele,3,7.333333333333333
eddy joe cotton,3,7.333333333333333
hakan nesser,12,7.333333333333333
nicola griffith,3,7.333333333333333
brian lumley,12,7.333333333333333
storm constantine,3,7.333333333333333
dave galanter,3,7.333333333333333
hugh lunn,3,7.333333333333333
frank de felitta,3,7.333333333333333
ross petras,3,7.333333333333333
john dufresne,3,7.333333333333333
e . l . swann,3,7.333333333333333
friedrich duerenmatt,3,7.333333333333333
willard f . harley jr,3,7.333333333333333
steffi von wolff,3,7.333333333333333
curtiss ann matlock,3,7.333333333333333
jerrilyn farmer,3,7.333333333333333
gordon r . dickson,3,7.333333333333333
irvin d . yalom,12,7.333333333333333
emilie richards,6,7.333333333333333
nan mccarthy,3,7.333333333333333
kuki gallmann,3,7.333333333333333
alain - fournier,6,7.333333333333333
jocko weyland,3,7.333333333333333
colleen sell,6,7.333333333333333
irene pence,3,7.333333333333333
karen joy fowler,6,7.333333333333333
malcolm godwin,3,7.333333333333333
maitena,3,7.333333333333333
angela fisher,3,7.333333333333333
james eade,3,7.333333333333333
mariah stewart,6,7.333333333333333
john pilger,3,7.333333333333333
joanna carl,6,7.333333333333333
rochelle morton,3,7.333333333333333
martin page,3,7.333333333333333
linda howard,98,7.326530612244898
danielle steel,505,7.322772277227723
robert harris,28,7.321428571428571
ben elton,50,7.32
kathy reichs,66,7.318181818181818
christopher golden,22,7.318181818181818
terry mcmillan,63,7.317460317460317
tami hoag,127,7.31496062992126
ian caldwell,16,7.3125
henry james,16,7.3125
mary pipher,16,7.3125
iain pears,26,7.3076923076923075
jane smiley,85,7.305882352941176
bret lott,36,7.305555555555555
linda fairstein,23,7.304347826086956
meredith ann pierce,10,7.3
allan gurganus,10,7.3
eduardo mendoza,20,7.3
jane feather,30,7.3
jonathan harr,17,7.294117647058823
christopher pike,119,7.294117647058823
poppy z . brite,24,7.291666666666667
joan johnston,24,7.291666666666667
ha jin,31,7.290322580645161
ad hudler,7,7.285714285714286
ben bova,7,7.285714285714286
laura joh rowland,7,7.285714285714286
irvine welsh,21,7.285714285714286
joyce reardon,14,7.285714285714286
william shatner,14,7.285714285714286
paul gallico,7,7.285714285714286
melody beattie,7,7.285714285714286
tom sharpe,21,7.285714285714286
paul bowles,7,7.285714285714286
caroline knapp,14,7.285714285714286
elizabeth ann scarborough,7,7.285714285714286
louise rennison,21,7.285714285714286
michele slung,7,7.285714285714286
roger lea macbride,7,7.285714285714286
susan kearney,7,7.285714285714286
james redfield,64,7.28125
nicholas evans,113,7.274336283185841
david baddiel,11,7.2727272727272725
john updike,33,7.2727272727272725
lucia etxebarria,11,7.2727272727272725
denise swanson,11,7.2727272727272725
lauren weisberger,44,7.2727272727272725
kinky friedman,11,7.2727272727272725
harry mulisch,11,7.2727272727272725
erich segal,11,7.2727272727272725
phillip margolin,26,7.269230769230769
kaye gibbons,67,7.268656716417911
alice mcdermott,19,7.2631578947368425
robert ludlum,100,7.26
kathleen o'neal gear,27,7.2592592592592595
richard carlson,66,7.257575757575758
amelie nothomb,43,7.255813953488372
douglas coupland,110,7.254545454545455
meema spadola,4,7.25
peter moore smith,4,7.25
l . e . modesitt,4,7.25
michel tournier,4,7.25
p . j . o'rourke,12,7.25
lisa jewell,40,7.25
abbas milani,4,7.25
richard price,8,7.25
lynne murray,4,7.25
w . michael gear,20,7.25
don delillo,20,7.25
j g passarella,8,7.25
ruth prawer jhabvala,4,7.25
curtiss matlock,8,7.25
mary beth lagerborg,4,7.25
maryanne stahl,4,7.25
cathy guisewite,4,7.25
milena moser,4,7.25
debbie ford,4,7.25
matt ridley,8,7.25
deborah chester,4,7.25
robert rankin,12,7.25
jackie rose,4,7.25
elizabeth kerner,4,7.25
christopher reeve,4,7.25
tracey ullman,4,7.25
d . b . c . pierre,12,7.25
jeanne d'haem,4,7.25
a . scott berg,8,7.25
wensley clarkson,4,7.25
barry sears,12,7.25
alan cairns,4,7.25
terry brooks,132,7.25
john lanchester,4,7.25
rubem fonseca,4,7.25
rudyard kipling,16,7.25
john r . levine,4,7.25
hegland jean,4,7.25
anna davis,12,7.25
zsuzsanna e . budapest,4,7.25
dervla murphy,4,7.25
mia zachary,4,7.25
jonathan franzen,60,7.25
jacqueline park,4,7.25
katie fforde,4,7.25
sara donati,4,7.25
andy mcnab,4,7.25
elaine koster,4,7.25
henri charriere,4,7.25
john birmingham,8,7.25
david drake,4,7.25
nathaniel philbrick,4,7.25
petru popescu,8,7.25
robert heinlein,20,7.25
drew barrymore,4,7.25
george r . stewart,4,7.25
iain banks,49,7.244897959183674
robin cook,230,7.243478260869566
myla goldberg,29,7.241379310344827
anne tyler,126,7.238095238095238
nicci french,38,7.2368421052631575
cleveland amory,17,7.235294117647059
joy fielding,64,7.234375
david baldacci,111,7.2342342342342345
dava sobel,22,7.2272727272727275
clarissa pinkola phd estes,9,7.222222222222222
michel faber,36,7.222222222222222
robert l . asprin,9,7.222222222222222
jayne ann krentz,59,7.220338983050848
jonathan coe,14,7.214285714285714
elizabeth strout,19,7.2105263157894735
martha grimes,49,7.204081632653061
steven millhauser,5,7.2
james kahn,5,7.2
nicole burnham,5,7.2
spencer johnson,35,7.2
john robbins,5,7.2
coraghessan t . boyle,5,7.2
hailey north,5,7.2
martha beck,5,7.2
heather lowell,5,7.2
batya gur,5,7.2
stormie omartian,5,7.2
marc brown,5,7.2
marybeth bond,5,7.2
julie kenner,5,7.2
shannon olson,15,7.2
darcy cosper,5,7.2
mona simpson,5,7.2
paul zindel,5,7.2
sue henry,5,7.2
gregory godek,5,7.2
jeri taylor,5,7.2
upton beall sinclair,5,7.2
lori gottlieb,5,7.2
pete earley,5,7.2
henry roth,5,7.2
anthony burgess,5,7.2
lorenzo carcaterra,25,7.2
amy bloom,5,7.2
janeane garofalo,5,7.2
lorenzo mediano,5,7.2
richard mason,5,7.2
wayland drew ( adapter ),5,7.2
caleb carr,91,7.186813186813187
mo hayder,11,7.181818181818182
kate chopin,22,7.181818181818182
kasey michaels,11,7.181818181818182
melissa senate,22,7.181818181818182
robert b . parker,67,7.17910447761194
william faulkner,28,7.178571428571429
j . a . jance,34,7.176470588235294
martin cruz smith,17,7.176470588235294
c . j . cherryh,17,7.176470588235294
nancy taylor rosenberg,17,7.176470588235294
peter straub,41,7.170731707317073
donald zochert,6,7.166666666666667
margaret coel,6,7.166666666666667
steven brust,18,7.166666666666667
doug lansky,6,7.166666666666667
karen duve,6,7.166666666666667
charles palliser,6,7.166666666666667
daniel silva,6,7.166666666666667
richard erdoes,6,7.166666666666667
rebecca lickiss,6,7.166666666666667
sergio bambaren,6,7.166666666666667
kenzaburo oe,6,7.166666666666667
stephanie gertler,6,7.166666666666667
melisa michaels,6,7.166666666666667
martha c . lawrence,6,7.166666666666667
margot adler,6,7.166666666666667
ted andrews,6,7.166666666666667
fran drescher,6,7.166666666666667
patricia foster,6,7.166666666666667
ross king,12,7.166666666666667
michael capuzzo,6,7.166666666666667
kirsten bakis,6,7.166666666666667
tim powers,6,7.166666666666667
ann granger,6,7.166666666666667
sarah mlynowski,37,7.162162162162162
marc levy,31,7.161290322580645
robert james waller,112,7.160714285714286
gwyn hyman rubio,56,7.160714285714286
john gray,44,7.159090909090909
l . ron hubbard,19,7.157894736842105
a . n . roquelaure,32,7.15625
nancy martin,26,7.153846153846154
lois battle,13,7.153846153846154
jewel,13,7.153846153846154
michael prescott,13,7.153846153846154
alice munro,7,7.142857142857143
beverley donofrio,7,7.142857142857143
allan folsom,7,7.142857142857143
max allan collins,14,7.142857142857143
patricia telesco,7,7.142857142857143
susan johnson,7,7.142857142857143
stephanie lehmann,7,7.142857142857143
lisa scottoline,49,7.142857142857143
howard weinstein,7,7.142857142857143
patricia kay,7,7.142857142857143
andrea barrett,7,7.142857142857143
chang - rae lee,7,7.142857142857143
belva plain,65,7.138461538461539
hanif kureishi,22,7.136363636363637
tim dorsey,15,7.133333333333334
susan wittig albert,31,7.129032258064516
j . m . dillard,8,7.125
alexandra robbins,8,7.125
jonathan safran foer,8,7.125
