,Book-Author,Book-Title,Title-Substring,ISBN
16158,alexandre dumas,the three musketeers ( penguin classics ),the three musketeers,0140440259
6339,alexandre dumas,the three musketeers ( puffin classics ),the three musketeers,0140367470
1900,alexandre dumas,three musketeers ( wordsworth classics ),three musketeers,1853260401
4044,alexandre jardin,l'ile des gauchers,l'ile des gauchers,2070401685
12677,alexis harrington,desperate hearts,desperate hearts,0451406974
11178,alexis harrington,the bridal veil,the bridal veil,0312979541
16112,alfred andersch,der vater eines morders,der vater eines morders,3257204981
8913,alfred bester,the demolished man,the demolished man,0679767819
13673,alfred bester,the stars my destination,the stars my destination,0679767800
13298,alfred birnbaum,zen for cats : teachings of the zen cat masters,zen for cats,0834802759
4946,alfred lansing,endurance : shackleton's incredible voyage,endurance,078670621X
3321,ali smith,hotel world,hotel world,0241141095
2439,alice blanchard,darkness peering,darkness peering,0553111531
9244,alice blanchard,darkness peering,darkness peering,0553581295
17052,alice blanchard,the breathtaker ( today show book club #19 ),the breathtaker,0446531391
2961,alice borchardt,beguiled,beguiled,0451191889
8797,alice borchardt,night of the wolf,night of the wolf,0345423631
8185,alice borchardt,the silver wolf,the silver wolf,0345423607
14155,alice feinstein,prevention's healing with vitamins : the most effective vitamin and mineral treatments for everyday health problems and serious disease,prevention's healing with vitamins,0875962920
9229,alice gray,lists to live by : the first collection : for everything that really matters ( lists to live by ),lists to live by,1576734781
18003,alice gray,stories for a teen's heart ( stories for the heart ),stories for a teen's heart,1576736466
14042,alice gray,stories for a woman's heart,stories for a woman's heart,1576734749
16290,alice gray,stories for the extreme teen's heart ( stories for the heart series endcap kit ),stories for the extreme teen's heart,1576737039
10149,alice gray,stories for the heart : the original collection,stories for the heart,1576731278
11319,alice hoffman,aquamarine,aquamarine,0439098645
4048,alice hoffman,at risk,at risk,0425117383
11436,alice hoffman,at risk,at risk,0425165299
5514,alice hoffman,blue diary,blue diary,0425184943
10494,alice hoffman,blue diary,blue diary,0399148027
1723,alice hoffman,fortune's daughter,fortune's daughter,0425168700
1029,alice hoffman,here on earth,here on earth,0425167313
13699,alice hoffman,here on earth ( oprah's book club ( hardcover ) ),here on earth,0399143130
1427,alice hoffman,here on earth ( oprah's book club ),here on earth,0425169693
10348,alice hoffman,illumination night,illumination night,0449215946
5078,alice hoffman,local girls,local girls,0425174344
6855,alice hoffman,local girls,local girls,0399145079
4878,alice hoffman,practical magic,practical magic,0425168468
10786,alice hoffman,practical magic,practical magic,0399140557
11489,alice hoffman,practical magic,practical magic,0425152499
15630,alice hoffman,practical magic,practical magic,0425190374
16326,alice hoffman,property of,property of,0425139034
5695,alice hoffman,second nature,second nature,0425161633
11455,alice hoffman,second nature,second nature,0425146812
9929,alice hoffman,seventh heaven,seventh heaven,0449220184
369,alice hoffman,the river king,the river king,0425179672
9828,alice hoffman,the river king,the river king,0399145990
2824,alice hoffman,turtle moon,turtle moon,0425161285
3113,alice hoffman,turtle moon,turtle moon,042513699X
11959,alice hoffman,turtle moon,turtle moon,0399137203
5076,alice hoffman,white horses,white horses,0425170500
12125,alice hoffman,white horses,white horses,0425139808
5575,alice joyce davidson,the story of jonah ( an alice in bibleland storybook ),the story of jonah,0837850681
1897,alice kaplan,french lessons : a memoir,french lessons,0226424197
10574,alice kimberly,the ghost and mrs . mcclure ( prime crime mysteries ),the ghost and mrs . mcclure,0425194612
4519,alice mattison,the book borrower : a novel,the book borrower,0688177867
7563,alice mattison,the book borrower : a novel,the book borrower,0688168248
4323,alice mcdermott,at weddings and wakes,at weddings and wakes,0385319851
511,alice mcdermott,charming billy,charming billy,038533334X
5680,alice mcdermott,child of my heart,child of my heart,0374121230
12666,alice mcdermott,child of my heart : a novel,child of my heart,0312422911
11731,alice munro,friend of my youth : stories ( vintage contemporaries ),friend of my youth,0679729577
16711,alice munro,"hateship , friendship , courtship , loveship , marriage : stories","hateship , friendship , courtship , loveship , marriage",0375413006
7614,alice munro,lives of girls and women,lives of girls and women,0452261848
7009,alice munro,open secrets : stories,open secrets,0679755624
12238,alice munro,the love of a good woman : stories,the love of a good woman,0375703632
2594,alice randall,the wind done gone : a novel,the wind done gone,061810450X
13696,alice randall,the wind done gone : a novel,the wind done gone,0618219064
1754,alice sebold,lucky,lucky,0684857820
1955,alice sebold,lucky : a memoir,lucky,0316096199
246,alice sebold,the lovely bones,the lovely bones,0316168815
223,alice sebold,the lovely bones : a novel,the lovely bones,0316666343
15445,alice steinbach,without reservations : the travels of an independent woman,without reservations,0375501886
15025,alice thomas ellis,fairy tale ( common reader editions ),fairy tale,1888173408
5089,alice vaara,die manner sind an allem schuld . roman,die manner sind an allem schuld . roman,3404161696
12026,alice walker,by the light of my father's smile,by the light of my father's smile,0375501525
5649,alice walker,color purple,color purple,0671526022
10780,alice walker,color purple,color purple,0671458531
12386,alice walker,color purple,color purple,0671647458
17528,alice walker,horses make a landscape look more beautiful,horses make a landscape look more beautiful,0156421739
647,alice walker,in love & trouble : stories of black women,in love & trouble,015644450X
17312,alice walker,in search of our mothers' gardens : womanist prose,in search of our mothers' gardens,0156445441
11960,alice walker,living by the word : selected writings 1973 - 1987,living by the word,0156528657
9050,alice walker,meridian,meridian,0671472569
12005,alice walker,meridian,meridian,067172701X
581,alice walker,possessing the secret of joy,possessing the secret of joy,0671789422
8773,alice walker,possessing the secret of joy,possessing the secret of joy,0151731527
12025,alice walker,sent by earth : a message from the grandmother spirit after the bombing of the world trade center and the pentagon,sent by earth,1583224912
1319,alice walker,the color purple,the color purple,0671617028
3117,alice walker,the color purple,the color purple,0156028352
3644,alice walker,the color purple,the color purple,0671727796
9731,alice walker,the color purple,the color purple,0671019074
1720,alice walker,the temple of my familiar,the temple of my familiar,0671683993
7042,alice walker,you can't keep a good woman down,you can't keep a good woman down,0156997789
7078,alicia appleman - jurman,alicia : my story,alicia,0553282182
13892,alina adams,murder on ice ( figure skating mystery ),murder on ice,0425193071
6470,alisa bauman,"fat to firm at any age : how you can have a slimmer , well - toned body at age 30 , 40 , and beyond",fat to firm at any age,0875964125
14683,alisa craig,the grub - and - stakers quilt a bee,the grub - and - stakers quilt a bee,0380703378
10727,alisa kwitney,does she or doesn't she ?,does she or doesn't she,0060512377
380,alisa kwitney,the dominant blonde,the dominant blonde,0060083298
7389,alisa valdes - rodriguez,the dirty girls social club : a novel,the dirty girls social club,0312313810
17016,alison kent,"bound to happen ( www . girl - gear ) ( blaze , 40 )",bound to happen,0373790449
17691,alison kent,"the sweetest taboo ( harlequin blaze , 68 )",the sweetest taboo,0373790724
8907,alison lurie,foreign affairs,foreign affairs,0380709902
7536,alison lurie,foreign affairs - op / 20,foreign affairs - op / 20,038089887X
11432,alison mcghee,rainlight,rainlight,0312277032
12847,alison mcghee,shadow baby ( today show book club #14 ),shadow baby,0312423772
4956,alison smith,name all the animals : a memoir,name all the animals,0743255224
15802,alison weir,eleanor of aquitaine : a life ( ballantine reader's circle ),eleanor of aquitaine,0345434870
13610,alison weir,six wives of henry viii,six wives of henry viii,034538072X
17172,alison weir,six wives of henry viii,six wives of henry viii,0802136834
12551,alison weir,the life of elizabeth i,the life of elizabeth i,0345425502
8795,alistair maclean,san andreas,san andreas,0449209709
15796,alistair macleod,no great mischief ( vintage international ( paperback ) ),no great mischief,0375726659
5836,alistair macleod,the lost salt gift of blood ( new canadian library ),the lost salt gift of blood,077109969X
2635,alix kates shulman,drinking the rain,drinking the rain,0140255842
9943,allan bloom,closing of the american mind,closing of the american mind,0671657151
4800,allan folsom,day of confession,day of confession,0316287555
10400,allan folsom,day of confession,day of confession,0446604534
10208,allan folsom,the day after tomorrow,the day after tomorrow,0446600415
14015,allan folsom,the day after tomorrow,the day after tomorrow,0316288292
7958,allan gurganus,oldest living confederate widow tells all,oldest living confederate widow tells all,0804106436
13634,allan gurganus,oldest living confederate widow tells all,oldest living confederate widow tells all,0394545370
6788,allan gurganus,oldest living confederate widow tells all ( vintage contemporaries ( paperback ) ),oldest living confederate widow tells all,0375726632
4321,allan pease,warum manner nicht zuhoren und frauen schlecht einparken,warum manner nicht zuhoren und frauen schlecht einparken,3548359698
16846,allan pedrazaz,angel's cove,angel's cove,0373263023
5001,allegra goodman,kaaterskill falls,kaaterskill falls,0385323905
17993,allegra goodman,paradise park : a novel,paradise park,0385334168
909,allen ginsberg,howl and other poems ( pocket poets ),howl and other poems,0872860175
10956,allen kurzweil,case of curiosities,case of curiosities,0345380576
13252,allen kurzweil,the grand complication : a novel,the grand complication,0786866039
16718,allen m . steele,a king of infinite space,a king of infinite space,0061057568
18164,allia zobel,101 reasons why cats make great kids,101 reasons why cats make great kids,155850639X
4307,allison pearson,"i don't know how she does it : the life of kate reddy , working mother",i don't know how she does it,0375414053
2738,almudena grandes,malena es un nombre de tango ( andanzas ),malena es un nombre de tango,8472234320
2337,alvin schwartz,more scary stories to tell in the dark,more scary stories to tell in the dark,0064401774
17149,alvin schwartz,scary stories 3 : more tales to chill your bones ( scary stories ),scary stories 3,0064404188
6298,alvin schwartz,scary stories to tell in the dark,scary stories to tell in the dark,0590431978
